branch,text_unit,base_prob,ablated_prob,prob_drop
AUX,used snipe new tokens pump.fun raydium profit.,0.9999990354870899,0.9999975447961662,1.490690923700022e-06
README,solana pumpfun bot listens new pump.fun raydium pools buys tokens fixed wsol.,0.9999990354870899,0.9999987110493017,3.244377881905791e-07
README,runtime environment terminal vscode.,0.9999990354870899,0.9999989422243496,9.326274030829751e-08
README,configure script updating .env.example file remove .example file 2.,0.9999990354870899,0.9999989435268809,9.196020900326118e-08
README,depending speed rpc node purchase usually happens token available ui swapping.,0.9999990354870899,0.9999989536680548,8.1819035102626e-08
README,rpc websocket endpoint websocket rpc endpoint 5.,0.9999990354870899,0.9999989991033834,3.638370649206024e-08
README,convert sol wsol trading.,0.9999990354870899,0.9999990036071849,3.187990504915916e-08
README,install node.js environment computer 3.,0.9999990354870899,0.9999990120840604,2.3403029514312834e-08
README,download extract files use command git clone click green button select download zip 2.,0.9999990354870899,0.9999990160284807,1.9458609168410135e-08
README,configuration example sol 0.1 wsol quote 0.01 adjust according situation.,0.9999990354870899,0.9999990199169617,1.557012818675929e-08
README,wsol snipe auto-sell tp sl min liq burn lock check renounce check fast buy note provided learning purposes.,0.9999990354870899,0.9999990258658257,9.621264229764392e-09
README,config 1.,0.9999990354870899,0.9999990276859035,7.801186363565193e-09
README,check burned liquidity burn check 9.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,commitment level modification required 8.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,quote used buy new token 7.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,quote mint use wsol default 6.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,use snipe list buy tokens listed snipe-list.txt 11.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,stop loss 30 16.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,check mint renounced script buy mint renounced 13.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,min pool size script buy pool size greater specified 14.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,profit 50 15.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,want generate don forget check birdeye api api key working bot functions tp sl min max liquidity work correctly work all.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,birdeye api key tp sl burn lock use default link .env file works fine does need changed.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,follow instructions errors.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,snipe list refresh interval snipe list refreshed milliseconds 12.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
README,want disable need 1.,0.9999990354870899,0.9999990354861702,9.197087535994797e-13
