branch,text_unit,base_prob,ablated_prob,prob_drop
AUX,used snipe new tokens pump.fun raydium profit.,0.9999989417178248,0.9999972766195645,1.6650982602728348e-06
README,solana pumpfun bot listens new pump.fun raydium pools buys tokens fixed wsol.,0.9999989417178248,0.9999985865852248,3.5513259999397917e-07
README,configure script updating .env.example file remove .example file 2.,0.9999989417178248,0.9999988386153223,1.0310250242451247e-07
README,runtime environment terminal vscode.,0.9999989417178248,0.9999988407399331,1.0097789171492622e-07
README,depending speed rpc node purchase usually happens token available ui swapping.,0.9999989417178248,0.9999988535286871,8.818913765917813e-08
README,rpc websocket endpoint websocket rpc endpoint 5.,0.9999989417178248,0.9999989035508416,3.8166983129528376e-08
README,convert sol wsol trading.,0.9999989417178248,0.9999989066332722,3.508455259648713e-08
README,install node.js environment computer 3.,0.9999989417178248,0.9999989227925736,1.8925251143997457e-08
README,download extract files use command git clone click green button select download zip 2.,0.9999989417178248,0.9999989233420409,1.837578389451977e-08
README,configuration example sol 0.1 wsol quote 0.01 adjust according situation.,0.9999989417178248,0.999998923690063,1.802776172787901e-08
README,config 1.,0.9999989417178248,0.9999989328112171,8.906607673608846e-09
README,wsol snipe auto-sell tp sl min liq burn lock check renounce check fast buy note provided learning purposes.,0.9999989417178248,0.9999989354764226,6.241402172868504e-09
README,check burned liquidity burn check 9.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,commitment level modification required 8.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,quote used buy new token 7.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,quote mint use wsol default 6.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,use snipe list buy tokens listed snipe-list.txt 11.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,stop loss 30 16.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,check mint renounced script buy mint renounced 13.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,min pool size script buy pool size greater specified 14.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,profit 50 15.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,want generate don forget check birdeye api api key working bot functions tp sl min max liquidity work correctly work all.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,birdeye api key tp sl burn lock use default link .env file works fine does need changed.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,follow instructions errors.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,snipe list refresh interval snipe list refreshed milliseconds 12.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,want disable need 1.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,update auto sell delay number milliseconds want wait selling token sell token specified delay.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,update max sell retries set maximum number retries selling token 3.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,change variable auto sell false 2.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,install dependencies typing npm install 2.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
